Occurrence Date,Department,Municipality,Lat,Long,Confidence ratio (km),Deaths,Trigger,Source,Rain Yesterday,Rain Today,Landslide
2017-08-17,TOLIMA,CHAPARRAL,3.82,-75.6,0.98,0,N/A,UNGRD,3.0,3.2,0
2011-01-18,CAUCA,INZA,2.44,-76.17,19.62,0,N/A,UNGRD,3.2,2.1,0
2016-01-29,ANTIOQUIA,ITUANGO,7.26,-75.85,1.78,0,N/A,UNGRD,1.0,0.1,0
2014-01-04,TOLIMA,CHAPARRAL,3.74,-75.59,25.89,0,N/A,UNGRD,0.0,0.8,0
2010-05-02,ANTIOQUIA,MEDELLIN,6.25,-75.58,6.5,0,N/A,UNGRD,0.8,10.1,0
2010-10-07,SANTANDER,BETULIA (S),7.03,-73.38,11.7,0,N/A,UNGRD,1.1,19.9,0
2018-04-30,ANTIOQUIA,CIUDAD BOLIVAR,5.84,-76.01,9.09,0,N/A,UNGRD,0.0,0.0,0
2011-02-13,SANTANDER,TONA,7.17,-72.94,10.27,0,N/A,UNGRD,1.9,9.6,0
2014-03-14,TOLIMA,PURIFICACION,3.92,-74.89,1.32,0,N/A,UNGRD,3.1,0.2,0
2011-10-05,CALDAS,MANIZALES,5.06,-75.51,2.5,0,N/A,UNGRD,29.0,3.2,0
2010-04-07,RISARALDA,GUATICA,5.32,-75.8,5.66,0,N/A,UNGRD - SIMMA,8.1,39.1,0
2010-11-19,NARIÑO,IPIALES,0.5,-77.24,22.45,0,N/A,UNGRD,3.9,7.8,0
2016-10-15,CUNDINAMARCA,GACHETA,4.87,-73.62,9.11,0,N/A,UNGRD,2.7,2.4,0
2012-05-17,VALLE DEL CAUCA,PALMIRA,3.56,-76.23,17.88,0,N/A,UNGRD,2.3,0.0,0
2015-09-07,RISARALDA,MISTRATO,5.36,-75.86,2.14,0,N/A,UNGRD,1.2,0.0,0
2010-12-30,CALDAS,NEIRA,5.15,-75.49,1.16,0,N/A,UNGRD - SIMMA,2.9,7.3,0
2010-11-09,ANTIOQUIA,MEDELLIN,6.25,-75.58,6.5,0,N/A,UNGRD,19.0,18.6,0
2011-09-09,CHOCO,ATRATO,5.56,-76.61,11.73,0,N/A,DESINVENTAR,3.8,4.7,0
2011-10-03,SANTANDER,RIONEGRO (S),7.29,-73.15,0.71,0,N/A,UNGRD,0.0,4.1,0
2010-01-09,CALDAS,MANIZALES,5.07,-75.49,11.0,0,N/A,UNGRD,0.0,3.4,0
2017-11-12,NARIÑO,LA UNION (N),1.62,-77.14,6.73,0,N/A,UNGRD,1.2,0.0,0
2010-11-11,CUNDINAMARCA,UBALA,4.8,-73.48,9.86,0,N/A,UNGRD,19.0,6.8,0
2019-05-03,SANTANDER,EL PLAYON,7.22,-73.15,0.91,0,N/A,UNGRD,0.0,0.0,0
2011-05-12,HUILA,PITALITO,1.83,-76.12,14.12,0,N/A,UNGRD,0.2,0.0,0
2011-01-30,SANTANDER,RIONEGRO (S),7.29,-73.15,0.71,0,N/A,UNGRD,0.0,0.7,0
2010-04-12,SANTANDER,CHIMA,6.36,-73.4,7.41,0,N/A,UNGRD,5.1,8.4,0
2012-02-26,RISARALDA,PEREIRA,4.82,-75.7,6.5,0,N/A,UNGRD,1.4,20.0,0
2010-12-31,HUILA,GUADALUPE,1.98,-75.7,8.93,0,N/A,UNGRD,2.3,3.9,0
2010-06-19,BOLIVAR,CARTAGENA,10.44,-75.46,13.88,0,N/A,UNGRD,11.3,24.3,0
2010-02-11,CALDAS,PENSILVANIA,5.39,-75.11,0.76,0,N/A,UNGRD,0.9,0.0,0
2010-08-31,ATLANTICO,MALAMBO,10.85,-74.81,5.61,0,N/A,News report - SIMMA,3.1,4.0,0
2010-03-31,ANTIOQUIA,ANDES,5.61,-75.94,11.41,0,N/A,UNGRD,17.5,0.7,0
2016-07-07,TOLIMA,ANZOATEGUI,4.62,-75.2,12.23,0,N/A,News Report,8.0,0.7,0
2013-07-25,ANTIOQUIA,BURITICA,6.71,-75.91,0.98,0,N/A,UNGRD,4.6,4.0,0
2010-11-13,HUILA,GUADALUPE,1.98,-75.7,8.93,0,N/A,UNGRD,8.8,5.8,0
2010-05-11,CAUCA,JAMBALO,2.85,-76.31,8.63,0,N/A,UNGRD,0.0,0.0,0
2010-12-26,CHOCO,ISTMINA,5.16,-76.69,24.48,0,N/A,SIMMA,12.3,11.4,0
2011-10-23,ANTIOQUIA,CAROLINA,6.76,-75.32,7.56,0,N/A,UNGRD,13.3,0.0,0
2010-03-08,TOLIMA,HERVEO,5.11,-75.19,1.52,0,N/A,UNGRD,2.2,1.8,0
2011-04-04,CHOCO,CARMEN DEL DARIEN,7.03,-76.97,31.82,0,N/A,SIMMA,0.5,8.1,0
2014-05-11,ANTIOQUIA,DABEIBA,7.08,-76.29,1.21,0,N/A,UNGRD,10.4,18.7,0
2010-06-11,NARIÑO,SANTA BARBARA (N),2.07,-77.71,19.55,0,N/A,News report,0.7,0.0,0
2010-03-19,SANTANDER,LEBRIJA,7.15,-73.3,1.5,0,N/A,UNGRD,0.1,0.0,0
2012-10-19,RISARALDA,PEREIRA,4.8,-75.8,13.91,0,N/A,UNGRD,29.1,1.8,0
2018-12-24,HUILA,ISNOS,1.95,-76.18,10.95,0,N/A,UNGRD,0.0,0.0,0
2010-07-10,HUILA,NEIVA,3.04,-75.26,1.57,0,N/A,UNGRD,2.1,0.0,0
2010-03-06,ANTIOQUIA,GIRALDO,6.65,-75.96,6.33,0,N/A,UNGRD,0.0,5.0,0
2011-11-09,CESAR,PUEBLO BELLO,10.42,-73.61,15.41,0,N/A,UNGRD - SIMMA,1.7,10.2,0
2011-06-03,SANTANDER,BUCARAMANGA,7.16,-73.11,6.99,0,N/A,News report,13.3,5.1,0
2012-12-20,TOLIMA,CAJAMARCA,4.43,-75.4,1.03,0,N/A,UNGRD,0.1,0.0,0
2010-08-10,CUNDINAMARCA,GUADUAS,5.08,-74.71,2.95,0,N/A,UNGRD,0.5,0.3,0
2016-11-10,ANTIOQUIA,TARAZA,7.49,-75.49,23.38,0,N/A,UNGRD,3.0,4.8,0
2010-12-06,TOLIMA,PLANADAS,3.11,-75.65,1.79,0,N/A,UNGRD,0.3,0.0,0
2010-07-08,NARIÑO,CHACHAGUI,1.39,-77.27,6.82,0,N/A,UNGRD,2.7,3.7,0
2017-10-05,TOLIMA,CHAPARRAL,3.74,-75.59,25.89,0,N/A,UNGRD,20.4,2.1,0
2013-05-28,TOLIMA,LIBANO,4.88,-75.05,9.52,0,N/A,UNGRD,12.0,13.3,0
2016-07-05,RISARALDA,PEREIRA,4.82,-75.7,6.5,0,N/A,UNGRD,0.5,29.3,0
2014-01-20,CUNDINAMARCA,GACHETA,4.87,-73.62,9.11,0,N/A,UNGRD,1.6,1.2,0
2011-06-07,ANTIOQUIA,DABEIBA,7.05,-76.38,2.39,0,N/A,UNGRD,9.1,3.0,0
2012-02-09,NARIÑO,LA UNION (N),1.62,-77.14,6.73,0,N/A,UNGRD,19.7,0.0,0
2010-06-18,CALDAS,PENSILVANIA,5.39,-75.11,0.76,0,N/A,UNGRD,1.6,11.0,0
2013-11-23,NARIÑO,IPIALES,0.5,-77.24,22.45,0,N/A,UNGRD,1.6,2.1,0
2010-05-15,SANTANDER,BARICHARA,6.65,-73.21,6.62,0,N/A,UNGRD,0.1,3.7,0
2010-05-19,BOYACA,OTANCHE,5.75,-74.2,12.3,0,N/A,DESINVENTAR,5.5,9.0,0
